gross_binned,budget_per_minute,likes_per_review,weighted_imdb_score,budget_score_ratio,likes_score_ratio,cluster
50M-100M,315789.4736842105,6.756756756756758,749.6999999999999,5882351.78777416,196.07839292580513,0
50M-100M,277777.77777777775,44.89795918367347,1439.6000000000001,5084744.900890694,1864.406463659921,3
50M-100M,333333.3333333333,6.540540540540544,379.6,6730767.936390781,93.07690517751837,0
50M-100M,229007.6335877863,47.21030042918455,1438.4,4838708.896982436,1774.193262226893,3
50M-100M,288461.53846153844,7.671875,346.5,5454544.462810097,89.27271104132524,0
50M-100M,319148.93617021275,0.0,695.2,6818180.268595393,0.0,0
50M-100M,183486.2385321101,6.529411764705884,957.6,3174602.670697989,158.57140340136448,0
50M-100M,312500.0,5.933962264150942,640.5,4918031.980650495,103.11473719430535,0
50M-100M,238095.2380952381,5.513513513513516,190.79999999999995,4716980.242079199,38.49055877536637,0
50M-100M,303030.30303030304,0.0,977.4000000000001,5555554.526749161,0.0,0
50M-100M,277777.77777777775,0.0,932.2,5084744.900890694,0.0,0
50M-100M,277777.77777777775,0.0,1131.5,4794519.891161659,0.0,3
50M-100M,408163.2653061224,6.159999999999997,407.0,7272725.950413464,83.99998472727555,0
50M-100M,250000.0,32.520325203252035,2134.4,4482757.847800371,2068.9651605232484,3
50M-100M,318181.8181818182,0.0,372.5999999999999,7608693.998110001,0.0,0
50M-100M,230769.2307692308,0.0,1031.8,4477611.271998317,0.0,0
50M-100M,322580.6451612903,0.0,714.0,5882351.78777416,0.0,0
50M-100M,312500.0,8.445945945945944,408.79999999999995,5357141.900510375,111.60712292729954,0
50M-100M,263157.8947368421,0.0,686.0,4285713.6734694755,0.0,0
50M-100M,200000.0,0.0,1487.4,4477611.271998317,0.0,3
50M-100M,300000.0,9.97674418604651,348.5,7317071.3860801505,209.26824164189236,0
50M-100M,300000.0,10.380952380952383,341.0,5454544.462810097,118.90906928926017,0
0-10M,450000.0,0.0,351.0,16666660.493829444,0.0,1
50M-100M,245098.03921568627,2.954198473282446,624.0,5208332.248264115,80.62498320312852,0
50M-100M,227722.77227722772,0.0,396.5,3770491.1851653797,0.0,0
50M-100M,348837.20930232556,0.0,369.5999999999999,6249998.697916938,0.0,0
0-10M,277777.77777777775,0.0,749.0,4285713.6734694755,0.0,1
0-10M,273631.8407960199,0.0,1408.8999999999999,5022830.362169356,0.0,3
50M-100M,65231.572080887156,0.0,131.20000000000005,4065040.1546699004,0.0,0
50M-100M,340909.0909090909,0.0,1030.3999999999999,5357141.900510375,0.0,0
50M-100M,275229.3577981651,0.0,750.3,4918031.980650495,0.0,0
50M-100M,147540.9836065574,0.0,474.0,2278480.724242946,0.0,0
0-10M,119521.91235059762,107.14285714285714,932.4000000000001,3571428.146258554,1428.5712585034216,1
50M-100M,254237.28813559323,0.0,1410.5,4615383.905325553,0.0,3
0-10M,137404.58015267176,0.0,830.6999999999999,2535210.9105336745,0.0,1
0-10M,229357.79816513762,2.7075471698113205,693.0,3787878.2139578466,43.484841896235935,1
0-10M,343750.0,8.404761904761905,164.0,6874998.281250429,88.24997793750549,1
0-10M,340909.0909090909,0.0,868.0,4285713.6734694755,0.0,1
0-10M,582524.2718446602,4.8901098901098905,503.99999999999994,10714283.80102075,79.46427152423723,1
0-10M,241379.3103448276,0.0,528.0,4374999.088541857,0.0,1
0-10M,187500.0,0.0,2047.5,3999999.4666667376,0.0,3
0-10M,148760.3305785124,0.0,378.0,2999999.5000000834,0.0,1
0-10M,263736.26373626373,0.0,403.20000000000005,3333332.8703704346,0.0,1
0-10M,326086.95652173914,0.0,728.0,5357141.900510375,0.0,1
50M-100M,322580.6451612903,23.91891891891892,176.39999999999998,6122447.730112707,180.61220803832487,0
50M-100M,254237.28813559323,0.0,326.5999999999999,4225351.517556124,0.0,0
200M+,218181.81818181818,0.0,14.0,11999994.000002999,0.0,2
200M+,291262.1359223301,45.11278195488722,752.4,5263156.971375969,1052.631394275194,2
10M-50M,352941.17647058825,26.833333333333332,20.5,7317071.3860801505,39.26828310529686,1
10M-50M,272727.2727272727,7.84210526315789,375.20000000000005,4477611.271998317,66.71640795277494,0
50M-100M,234375.0,0.0,947.2,4687499.267578239,0.0,0
50M-100M,325842.69662921346,0.0,243.60000000000002,4999999.137931183,0.0,0
50M-100M,286885.24590163934,0.0,2325.4,4545453.95513585,0.0,3
50M-100M,256637.16814159293,16.483516483516482,1285.1,4084506.46697092,422.53515175561245,3
50M-100M,292929.29292929295,3.092307692307692,339.20000000000005,5471697.080811871,37.924521146316806,0
200M+,292929.29292929295,0.0,816.1999999999999,5471697.080811871,0.0,2
0-10M,197278.91156462586,0.0,127.5,3866666.15111118,0.0,1
0-10M,250000.0,3.1666666666666643,448.49999999999994,4057970.426381097,30.289850682630345,1
50M-100M,136363.63636363635,0.0,725.2,2448979.092045083,0.0,0
0-10M,308510.6382978723,0.0,1143.1,4084506.46697092,0.0,1
100M-200M,311111.1111111111,0.0,992.0,3499999.562500055,0.0,2
10M-50M,237288.13559322033,0.0,1124.8,3684210.0415513106,0.0,3
10M-50M,289156.6265060241,9.086956521739129,265.5,4067795.9207125553,70.847445619077,0
200M+,576923.0769230769,0.0,837.9,9523808.012093967,0.0,2
200M+,263636.36363636365,0.0,617.6999999999999,4084506.46697092,0.0,2
200M+,284313.7254901961,0.0,1139.2,4531249.291992297,0.0,2
200M+,277227.72277227725,0.0,1193.7,4057970.426381097,0.0,2
0-10M,250000.0,0.0,1407.0,4477611.271998317,0.0,3
200M+,207407.40740740742,0.0,967.5,3733332.835555622,0.0,2
200M+,339805.82524271845,0.0,561.6,6730767.936390781,0.0,2
200M+,260869.5652173913,0.0,403.0,4615383.905325553,0.0,2
200M+,190909.0909090909,0.0,1672.0,2763157.531163483,0.0,2
200M+,220472.44094488188,17.699115044247787,761.6,4117646.4532872858,294.1176038062347,2
50M-100M,341463.4146341463,97.5609756097561,841.8000000000001,4057970.426381097,1739.130182734756,0
50M-100M,272727.2727272727,0.0,359.5999999999999,4655171.6111773085,0.0,0
50M-100M,311111.1111111111,0.0,891.0,4242423.599632788,0.0,0
50M-100M,269230.76923076925,0.0,1077.3,4444443.7389771845,0.0,0
50M-100M,337349.3975903614,0.0,1342.0,4590163.181940462,0.0,3
50M-100M,282828.28282828286,0.0,597.8000000000001,5714284.548105193,0.0,0
50M-100M,207407.40740740742,95.50561797752809,1380.6,3589743.1295201117,2179.4869000657823,3
50M-100M,201438.8489208633,0.0,303.6,4057970.426381097,0.0,0
50M-100M,227642.27642276423,47.16981132075472,1308.2,4516128.303850274,1612.902965660812,3
50M-100M,179487.1794871795,0.0,1531.8000000000002,3043477.819785823,0.0,3
50M-100M,288659.793814433,2.0693069306930667,480.00000000000006,5833332.118055808,43.541657595488005,0
50M-100M,271844.66019417474,0.0,519.4,5283017.8711287035,0.0,0
0-10M,235294.11764705883,12.173333333333332,495.8,4179103.8538650963,136.26863637781548,1
50M-100M,297872.3404255319,0.0,523.8000000000001,5185184.224965883,0.0,0
0-10M,314606.7415730337,23.5,113.39999999999998,5185184.224965883,95.74072301097715,1
0-10M,285714.28571428574,0.0,764.4000000000001,5714284.548105193,0.0,1
0-10M,261682.2429906542,0.0,762.5,4590163.181940462,0.0,1
0-10M,208955.223880597,0.0,595.0,3999999.42857151,0.0,1
0-10M,245454.54545454544,0.0,877.5,4153845.514792998,0.0,1
50M-100M,165517.24137931035,0.0,189.10000000000002,3934425.584520397,0.0,0
50M-100M,280000.0,0.0,1008.9,4912279.839950905,0.0,0
200M+,209923.66412213742,0.0,699.5999999999999,4166666.0353536312,0.0,2
10M-50M,225563.9097744361,0.0,1757.0,4285713.6734694755,0.0,3
50M-100M,275229.3577981651,100.67114093959734,1095.2,4054053.5062089856,2027.0267531044926,3
50M-100M,307017.5438596491,6.025974025974026,402.79999999999995,6603772.33891088,87.54715329298995,0
50M-100M,97560.97560975607,15.943396226415096,384.79999999999995,2162161.8699781257,114.1891737582198,0
50M-100M,163043.47826086957,0.0,1628.0,2027026.753104493,0.0,3
0-10M,225409.83606557376,0.0,890.8,4044117.0523357275,0.0,1
200M+,272727.2727272727,0.0,806.4,4166666.0879630432,0.0,2
200M+,232758.62068965516,0.0,558.0,4499999.250000125,0.0,2
200M+,234782.60869565216,0.0,547.8,4090908.471074474,0.0,2
50M-100M,218487.3949579832,12.08108108108108,452.6,4193547.710718111,144.19352513007652,0
50M-100M,211864.40677966102,0.0,558.6,4385964.142813308,0.0,0
50M-100M,297029.702970297,0.0,1121.8,4225351.517556124,0.0,3
50M-100M,329268.2926829268,13.071895424836601,851.1999999999999,4821427.710459338,357.1427933673583,0
50M-100M,245454.54545454544,49.26108374384236,1575.6,3461538.0177515363,1282.0511176857542,3
50M-100M,139896.3730569948,0.0,632.0,3417721.086364419,0.0,0
50M-100M,243243.24324324325,62.780269058295964,1709.4,3506493.0511047984,1818.1815820543397,3
50M-100M,122727.2727272727,0.0,1338.6000000000001,1956521.4555766,0.0,3
50M-100M,641666.6666666666,28.6875,130.5,2212643.423834089,52.75861462544674,0
50M-100M,229357.79816513762,0.0,375.20000000000005,3731342.7266652645,0.0,0
50M-100M,219512.19512195123,4.921875,378.0,4499999.250000125,52.49999125000147,0
50M-100M,247706.42201834862,0.0,1035.4,4354838.007284192,0.0,0
0-10M,272727.2727272727,8.009803921568626,595.9000000000001,4576270.410801625,138.47455280092322,1
0-10M,254716.98113207548,0.0,802.4,3970587.651384169,0.0,1
50M-100M,303370.78651685396,0.0,273.6,7499997.916667245,0.0,0
50M-100M,275510.20408163266,0.0,1795.6000000000001,4029850.1447984856,0.0,3
0-10M,301075.2688172043,0.0,598.5,4444443.7389771845,0.0,1
0-10M,133928.57142857142,0.0,499.20000000000005,2343749.6337891193,0.0,1
0-10M,267326.7326732673,15.625,812.8000000000001,4218749.340820415,312.4999511718827,1
0-10M,240384.61538461538,6.123188405797098,780.9,4385964.142813308,148.24558802708987,1
0-10M,191666.66666666666,3.4181818181818144,334.79999999999995,3709676.8210198674,30.32257575442327,1
50M-100M,200000.0,9.2051282051282,250.79999999999995,4090908.471074474,54.393931152434675,0
50M-100M,285714.28571428574,0.0,868.4,4999999.038461723,0.0,0
10M-50M,268041.23711340205,0.0,786.9,4262294.383230429,0.0,0
10M-50M,195488.72180451127,0.0,1540.6999999999998,3661971.3152153078,0.0,3
10M-50M,203252.0325203252,0.0,964.8000000000001,3472221.739969203,0.0,3
50M-100M,245614.0350877193,59.05511811023622,1644.5,4307691.644970516,2307.6919526627767,3
200M+,234234.23423423423,0.0,276.0,4333332.611111231,0.0,2
200M+,230769.2307692308,0.0,1624.0,3857142.3061225275,0.0,2
200M+,214876.03305785125,0.0,644.0,3714285.1836735453,0.0,2
200M+,158273.38129496403,0.0,1147.5,2933332.9422222744,0.0,2
200M+,226086.95652173914,0.0,323.4,3939393.3425161606,0.0,2
200M+,1181818.1818181819,0.0,695.2,2954545.118801691,0.0,2
200M+,148571.42857142858,0.0,414.4,3513513.038714454,0.0,2
200M+,305882.35294117645,0.0,1456.0,3999999.384615479,0.0,2
50M-100M,288888.8888888889,0.0,1085.0,4193547.710718111,0.0,0
50M-100M,242990.65420560748,80.8080808080808,1536.6,3333332.905982961,2051.2817882972067,3
50M-100M,260000.0,0.0,1175.2,4999999.038461723,0.0,3
50M-100M,238532.11009174312,4.658227848101269,1020.5,3999999.384615479,113.2307518106536,0
50M-100M,276595.74468085106,12.485714285714288,358.79999999999995,4999999.038461723,168.0768907544442,0
50M-100M,195488.72180451127,0.0,331.20000000000005,3611110.6095679705,0.0,0
50M-100M,247619.04761904763,45.87155963302752,1540.6999999999998,3661971.3152153078,1408.4505058520415,3
50M-100M,260000.0,2.982142857142854,247.5,5777776.493827445,37.111102864199324,0
50M-100M,355932.2033898305,31.914893617021278,558.0,6999998.833333528,499.9999166666805,0
50M-100M,236363.63636363635,3.132530120481924,426.40000000000003,4999999.038461723,49.99999038461738,0
50M-100M,262626.2626262626,9.666666666666664,137.60000000000002,6046510.221741809,74.18602925906293,0
0-10M,217821.78217821784,3.3720930232558146,256.20000000000005,3606556.785810363,23.770487906477342,1
0-10M,260000.0,0.0,138.60000000000002,4126983.4719073856,0.0,1
0-10M,252427.18446601942,7.05982905982906,788.8,3823528.849481052,121.47057037197487,1
50M-100M,260000.0,0.0,224.0,6499998.375000406,0.0,0
50M-100M,268736.84210526315,21.0,119.60000000000002,4909614.4404587615,96.9230582840272,0
50M-100M,222222.22222222222,61.452513966480446,1157.0,3999999.384615479,1692.3074319527027,3
50M-100M,116279.06976744186,0.0,1695.0,1999999.7333333688,0.0,3
100M-200M,200000.0,0.0,393.29999999999995,3623187.880697408,0.0,0
10M-50M,187969.92481203008,118.81188118811883,800.0,3124999.609375049,1499.9998125000236,3
50M-100M,194573.6434108527,0.0,1548.8000000000002,3921874.3872071267,0.0,3
10M-50M,193798.4496124031,0.0,292.79999999999995,4098359.9838754125,0.0,0
0-10M,218750.0,48.888888888888886,1388.8,4516128.303850274,1774.193262226893,3
200M+,242990.65420560748,0.0,135.0,4814813.923182607,0.0,2
200M+,309278.3505154639,10.948905109489047,1583.3999999999999,5172412.90130812,517.2412901308121,2
200M+,297029.702970297,6.177215189873419,366.6,6382977.3653239645,103.82976514260326,2
200M+,365853.65853658534,6.343283582089555,396.0,4999999.166666806,70.83332152777973,2
200M+,294117.64705882355,0.0,3213.0,3571428.0612245626,0.0,3
200M+,284090.9090909091,0.0,408.0,4166665.972222338,0.0,2
200M+,210084.03361344538,0.0,971.7,3164556.5614485363,0.0,2
10M-50M,252525.25252525252,0.0,905.2,4032257.41415203,0.0,3
200M+,268041.23711340205,0.0,1125.6000000000001,3880596.4357318752,0.0,2
200M+,473684.2105263158,4.92537313432836,611.8,9782606.568998571,143.4782296786458,2
200M+,238095.2380952381,0.0,847.9,4098359.9838754125,0.0,2
200M+,217391.3043478261,0.0,427.0,4098359.9838754125,0.0,2
200M+,26168.22429906542,45.16129032258065,1170.3999999999999,368421.00415513106,921.0525103878276,2
200M+,290697.67441860464,0.0,1252.8,4310344.084423434,0.0,2
200M+,177083.33333333334,32.967032967032964,1303.2,2361110.7831790578,833.3332175926087,2
200M+,247524.75247524751,0.0,1762.8,3205127.7942143856,0.0,2
200M+,250000.0,0.0,112.79999999999995,5319147.804436637,0.0,2
200M+,297029.702970297,0.0,1062.0,5084744.900890694,0.0,2
200M+,265306.1224489796,0.0,1303.2,3611110.6095679705,0.0,2
50M-100M,254901.96078431373,6.774999999999999,395.0,5199998.960000208,108.39997832000438,0
50M-100M,257731.95876288658,0.0,844.8,3787878.2139578466,0.0,0
50M-100M,255102.04081632654,0.0,328.29999999999995,3731342.7266652645,0.0,0
50M-100M,105022.83105022833,0.0,585.0,2948717.5706772343,0.0,0
200M+,229357.79816513762,0.0,1755.0,3846153.2544379607,0.0,2
50M-100M,257731.95876288658,22.2,176.89999999999998,4098359.9838754125,109.18030997044093,0
50M-100M,294117.64705882355,4.794871794871796,197.60000000000002,4807691.383136272,35.961531545859316,0
50M-100M,312500.0,7.15217391304348,252.0,4464284.91709198,58.74998950893041,0
50M-100M,290697.67441860464,0.0,469.79999999999995,4310344.084423434,0.0,0
50M-100M,210084.03361344538,0.0,580.8,3787878.2139578466,0.0,0
50M-100M,255102.04081632654,0.0,765.5999999999999,3787878.2139578466,0.0,0
50M-100M,257731.95876288658,0.0,709.5,4545453.719008415,0.0,0
50M-100M,238095.2380952381,9.191780821917813,396.0,4545453.719008415,121.99997781818581,0
50M-100M,201612.90322580645,65.78947368421052,1057.0,3571428.0612245626,1428.571224489825,3
50M-100M,190476.19047619047,0.0,382.79999999999995,3448275.267538747,0.0,0
50M-100M,163461.53846153847,0.0,935.1999999999999,3035713.743622546,0.0,0
50M-100M,247524.75247524751,0.0,711.1999999999999,4464284.91709198,0.0,0
50M-100M,297029.702970297,9.09090909090909,632.1999999999999,5172412.90130812,172.41376337693737,0
50M-100M,219298.24561403508,0.0,1322.3999999999999,3289473.251385099,0.0,3
50M-100M,190476.19047619047,0.0,582.4,3124999.511718826,0.0,0
50M-100M,277777.77777777775,0.0,951.3,3968253.338372486,0.0,0
50M-100M,257731.95876288658,7.221052631578946,432.4,5434781.4272214295,149.13040236295603,0
0-10M,177083.33333333334,0.0,591.5,3923076.31952672,0.0,1
50M-100M,201612.90322580645,0.0,1057.5,3333332.888888948,0.0,0
50M-100M,280898.8764044944,0.0,604.1999999999999,4716980.242079199,0.0,0
50M-100M,156250.0,0.0,592.5,3333332.888888948,0.0,0
50M-100M,268817.20430107525,0.0,108.89999999999998,7575755.280074158,0.0,0
50M-100M,287356.3218390805,0.0,832.2,4385964.142813308,0.0,0
50M-100M,284090.9090909091,7.821428571428569,290.5,7142855.102041399,187.714232081648,0
50M-100M,229891.30434782605,5.375,340.79999999999995,4406249.082031441,80.62498320312852,0
50M-100M,230769.2307692308,47.61904761904762,427.80000000000007,3913042.911153201,434.782545683689,0
50M-100M,225225.22522522527,0.0,1050.0,4166665.972222338,0.0,0
50M-100M,280612.2448979592,13.25,402.0,4583332.569444572,150.166641638893,0
50M-100M,280373.8317757009,0.0,739.1999999999999,4545453.856749415,0.0,0
50M-100M,216981.1320754717,69.12442396313364,1620.0,3066666.2577778324,1999.9997333333688,3
50M-100M,183823.5294117647,0.0,331.20000000000005,3623187.880697408,0.0,0
50M-100M,257731.95876288658,0.0,299.20000000000005,3676470.0475779343,0.0,0
50M-100M,257731.95876288658,0.0,1363.2,3906249.3896485325,0.0,3
50M-100M,252525.25252525252,33.44481605351171,1668.8,4464284.91709198,1785.7139668367918,3
50M-100M,242718.44660194175,0.0,749.6999999999999,3968253.338372486,0.0,0
50M-100M,263157.8947368421,0.0,1832.3,3424657.0651154704,0.0,3
50M-100M,268817.20430107525,0.0,607.1999999999999,3787878.2139578466,0.0,0
50M-100M,132653.0612244898,9.559322033898304,266.79999999999995,2826086.342155143,122.60866899811549,0
50M-100M,288888.8888888889,6.72972972972973,372.29999999999995,5098038.216070938,97.64703967705111,0
50M-100M,233644.8598130841,13.0,156.79999999999995,4464284.91709198,67.32141654974703,0
50M-100M,277777.77777777775,12.3,100.70000000000005,4716980.242079199,46.415085582059305,0
50M-100M,170833.33333333334,0.0,645.0,2733332.9688889375,0.0,0
50M-100M,139130.4347826087,0.0,1607.1999999999998,2857142.3469388667,0.0,3
50M-100M,86021.50537634411,0.0,1374.7,1355931.9735708516,0.0,3
50M-100M,252525.25252525252,4.344827586206897,404.20000000000005,5319147.804436637,80.42551480308202,0
50M-100M,233644.8598130841,0.0,768.0,5208332.248264115,0.0,0
50M-100M,227272.72727272726,0.0,856.8,3676470.0475779343,0.0,0
50M-100M,247524.75247524751,9.86274509803922,270.0,4629628.772290967,93.14813089849429,0
50M-100M,294117.64705882355,4.056603773584904,265.20000000000005,4901959.8231451325,42.15685447904809,0
50M-100M,312500.0,0.0,743.7,4104476.999331791,0.0,0
50M-100M,277777.77777777775,0.0,924.0,6249998.43750039,0.0,0
50M-100M,172413.7931034483,0.0,722.6999999999999,3424657.0651154704,0.0,0
50M-100M,227272.72727272726,87.5,1081.2,3676470.0475779343,2058.823226643643,3
50M-100M,247524.75247524751,0.0,969.9,4098359.9838754125,0.0,0
50M-100M,833333.3333333334,72.625,50.39999999999998,3472221.739969203,80.69443323688427,0
50M-100M,204918.03278688525,0.0,1393.0,3571428.0612245626,0.0,3
50M-100M,233644.8598130841,41.666666666666664,844.9,3521126.2646301035,704.2252529260206,0
50M-100M,204724.4094488189,0.0,828.0,3768115.395925305,0.0,0
50M-100M,163461.53846153847,14.45762711864407,365.4,2698412.2700932906,135.39680390526928,0
50M-100M,210526.31578947368,0.0,312.4,3943661.4163857163,0.0,0
50M-100M,92250.92250922511,0.0,169.39999999999998,3246752.8250970356,0.0,0
50M-100M,223214.28571428574,6.819444444444443,929.5,3846153.2544379607,151.07689983432306,0
50M-100M,252525.25252525252,3.5753424657534225,352.79999999999995,5102039.775093923,53.26529525198055,0
50M-100M,250000.0,0.0,448.0,3906249.3896485325,0.0,0
50M-100M,152173.91304347827,64.15094339622641,1557.6000000000001,2372880.953748991,2881.35544383806,3
50M-100M,238095.2380952381,23.38095238095238,124.0,4032257.41415203,79.19353561394587,0
50M-100M,227272.72727272726,36.64921465968586,1102.0,4310344.084423434,1206.8963436385613,3
0-10M,215517.24137931035,2.4335664335664333,951.4,3731342.7266652645,51.94029075518051,1
0-10M,193181.81818181818,0.0,159.29999999999995,2881355.44383806,0.0,1
0-10M,213675.2136752137,33.59090909090909,100.79999999999995,5208332.248264115,153.95830125868736,1
0-10M,263157.8947368421,6.4375,127.10000000000002,6097559.488400125,50.24389018441707,1
0-10M,263157.8947368421,3.3522727272727266,426.29999999999995,5102039.775093923,60.20406934610833,1
0-10M,196850.3937007874,86.61417322834646,995.4000000000001,3164556.5614485363,1392.404887037356,1
0-10M,240384.61538461538,0.0,312.0,4807691.383136272,0.0,1
0-10M,157894.73684210525,3.4583333333333357,94.29999999999995,3658535.6930400752,20.24389750148839,1
0-10M,206611.57024793388,0.0,1511.3999999999999,3787878.2139578466,0.0,3
0-10M,271739.1304347826,6.506944444444439,414.7,8620686.682521833,323.10333686091815,1
0-10M,233644.8598130841,5.173469387755098,630.5,3846153.2544379607,77.99998800000185,1
50M-100M,274725.2747252747,0.0,496.4,3676470.0475779343,0.0,0
0-10M,213675.2136752137,32.48275862068966,201.60000000000002,3472221.739969203,130.83331516203953,1
0-10M,233644.8598130841,0.0,1088.0,3676470.0475779343,0.0,1
0-10M,163934.4262295082,21.352313167259787,1876.0,2985074.1813322115,895.5222543996634,3
0-10M,255681.81818181818,0.0,341.5999999999999,3688523.9854878713,0.0,1
0-10M,186567.16417910447,0.0,837.8,3521126.2646301035,0.0,1
0-10M,213675.2136752137,12.719999999999999,279.29999999999995,4385964.142813308,111.57892779317058,1
0-10M,312500.0,18.0,11.600000000000023,8620686.682521833,31.034472057078574,1
50M-100M,294117.64705882355,11.764705882352942,83.20000000000005,4807691.383136272,38.461531065090185,0
50M-100M,206611.57024793388,0.0,564.2,4032257.41415203,0.0,0
0-10M,186567.16417910447,40.588235294117645,116.79999999999995,3424657.0651154704,94.52053499718693,1
0-10M,250000.0,0.0,422.5,3846153.2544379607,0.0,1
50M-100M,250000.0,54.625,28.699999999999932,6097559.488400125,106.58533985723409,0
50M-100M,117647.05882352937,0.0,392.70000000000005,1818181.5820543393,0.0,0
10M-50M,210084.03361344538,0.0,773.8,3424657.0651154704,0.0,0
200M+,172661.87050359714,0.0,2052.0,3333332.8703704346,0.0,2
10M-50M,200000.0,0.0,1189.5,3934425.584520397,0.0,3
0-10M,255102.04081632654,0.0,713.4,4310344.084423434,0.0,1
200M+,226415.09433962265,56.60377358490566,296.4000000000001,4210525.577100776,526.315697137597,2
200M+,244897.95918367346,0.0,864.3000000000001,3582089.017598654,0.0,2
200M+,76635.51401869161,0.0,390.0,1261538.2674556514,0.0,2
200M+,272727.2727272727,0.0,885.6,3333332.8703704346,0.0,2
50M-100M,175182.48175182482,141.1764705882353,638.4,3157894.3213296947,1578.9471606648474,0
50M-100M,240000.0,7.071428571428569,575.0,5217390.170132572,193.69561006617187,0
50M-100M,208695.65217391305,0.0,731.4000000000001,3478260.365469512,0.0,0
50M-100M,237623.76237623763,0.0,1630.1999999999998,3636363.0853995327,0.0,3
50M-100M,218181.81818181818,2.898089171974526,982.8,3809523.2048375867,72.22221075837922,0
50M-100M,265957.44680851063,55.14705882352941,1680.2,4032257.41415203,2419.3544484912177,3
0-10M,272727.2727272727,4.434782608695649,238.5,4528301.032396032,38.49055877536637,1
50M-100M,188976.3779527559,0.0,970.9,3287670.7825108515,0.0,0
50M-100M,252631.57894736843,10.305882352941175,470.4,4285713.5204083,156.42854349490278,0
50M-100M,275862.0689655172,8.718309859154932,433.99999999999994,3870967.1175859487,99.83869357440437,0
50M-100M,203389.83050847458,0.0,166.39999999999998,4615383.7278108215,0.0,0
50M-100M,224299.06542056074,12.499999999999996,270.29999999999995,4528301.032396032,122.64148629405918,0
0-10M,193548.38709677418,2.067567567567565,394.20000000000005,4444443.621399329,28.333328086420693,1
0-10M,269662.9213483146,0.0,828.1,4897958.184090166,0.0,1
50M-100M,272727.2727272727,35.51912568306011,2007.5,4363635.570248078,2363.6359338843754,3
0-10M,194915.25423728814,0.0,757.1,3432835.3085320434,0.0,1
0-10M,258064.51612903227,44.1578947368421,70.20000000000005,6153844.575937288,215.1281499671412,1
0-10M,350000.0,37.09090909090909,72.0,3888888.3487655064,56.666658796297384,1
0-10M,200000.0,10.647058823529413,81.60000000000002,4705881.430219328,35.4901891195708,1
50M-100M,244897.95918367346,60.91370558375635,1274.0,3692307.1242604423,1846.1535621302212,3
0-10M,201680.67226890757,61.032863849765256,1738.3999999999999,2926828.9113623286,1585.3656603212612,3
10M-50M,222222.22222222222,0.0,658.8,3278687.98710033,0.0,0
100M-200M,141732.28346456692,75.89285714285714,1962.4,2045454.3130165557,1931.8179622934133,3
200M+,159663.8655462185,0.0,428.3999999999999,2794117.23615923,0.0,2
200M+,270588.23529411765,0.0,292.4,3382352.4437716994,0.0,2
200M+,234693.8775510204,0.0,1413.7,3432835.3085320434,0.0,2
50M-100M,205357.14285714287,23.25581395348837,1519.3999999999999,3239436.1634596954,704.2252529260206,3
50M-100M,237113.40206185568,0.0,561.1999999999999,3770491.1851653797,0.0,0
50M-100M,237113.40206185568,0.0,924.0,3484847.9568412188,0.0,0
0-10M,250000.0,0.0,151.20000000000005,4629628.772290967,0.0,1
50M-100M,201754.38596491228,17.243243243243242,219.60000000000002,3770491.1851653797,104.59014678850053,0
50M-100M,261363.63636363635,2.8333333333333357,296.79999999999995,4107142.123724621,27.321423692602934,0
50M-100M,247311.82795698923,0.0,2285.2,3965516.557669559,0.0,3
50M-100M,250000.0,0.0,224.0,8214282.780613293,0.0,0
50M-100M,234693.8775510204,21.73913043478261,301.5,3432835.3085320434,149.25370906661055,0
50M-100M,244680.8510638298,7.833333333333332,239.70000000000005,4509803.037293523,73.72547574010275,0
50M-100M,225490.19607843139,0.0,648.0,3194444.0007716664,0.0,0
0-10M,234693.8775510204,0.0,180.0,3833332.6944445507,0.0,1
0-10M,175330.5785123967,0.0,1670.4,2946527.3685378656,0.0,3
0-10M,175045.04504504506,0.0,1105.5,2899999.5671642437,0.0,1
0-10M,122222.22222222222,0.0,283.5,1746031.4688838935,0.0,1
0-10M,230000.0,0.0,961.0,3709676.8210198674,0.0,1
0-10M,460000.0,76.0,40.799999999999955,3382352.4437716994,78.23528261245838,1
50M-100M,163120.56737588652,6.445378151260506,731.6,3709676.8210198674,123.70965746618435,0
50M-100M,165467.62589928057,13.660714285714285,379.5,3333332.8502416154,110.86954914934063,0
100M-200M,173228.3464566929,0.0,539.0,3142856.693877615,0.0,2
10M-50M,214953.2710280374,0.0,1214.1,3239436.1634596954,0.0,3
10M-50M,226804.12371134025,0.0,409.6,3437499.462890709,0.0,0
200M+,157480.3149606299,0.0,644.0,2857142.44897965,0.0,2
200M+,200000.0,0.0,694.4,3548386.524453786,0.0,2
200M+,259259.25925925927,0.0,517.5,4666666.0444445275,0.0,2
200M+,261904.7619047619,13.157894736842103,360.0,4583332.378472421,208.33328993056477,2
200M+,192982.45614035087,0.0,307.4,3793102.794292622,0.0,2
50M-100M,166666.66666666666,115.38461538461539,980.4,2894736.4612188865,1973.683950831059,0
200M+,165413.53383458647,0.0,1582.0,3142856.693877615,0.0,2
50M-100M,196428.57142857142,0.0,765.5999999999999,3333332.828282905,0.0,0
50M-100M,194444.44444444444,0.0,1612.0,3230768.7337278873,0.0,3
50M-100M,191304.34782608695,83.33333333333333,170.20000000000005,2972972.5712199225,270.2702337472657,0
